iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2002,5808.648,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2002,6118.993,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2002,13.38965,Albania,Europe,Southern Europe,41.0,20.0
ARE,2002,13.45418,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2002,575.6606,Argentina,Americas,South America,-34.0,-64.0
ARM,2002,148.4248,Armenia,Asia,Western Asia,40.0,45.0
ATG,2002,0.4241865,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2002,32.00229,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2002,40.89696,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2002,822.1315,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2002,1905.118,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2002,49.43286,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2002,704.7295,Benin,Africa,Western Africa,9.5,2.25
BFA,2002,1380.228,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2002,52343.06,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2002,202.1529,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2002,7.983883,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2002,117.7733,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2002,770.937,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2002,17.33827,Belize,Americas,Central America,17.25,-88.75
BOL,2002,1330.686,Bolivia,Americas,South America,-17.0,-65.0
BRA,2002,4946.006,Brazil,Americas,South America,-10.0,-55.0
BRB,2002,0.0,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2002,70.70127,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2002,373.1944,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2002,2031.827,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2002,61.66707,Canada,Americas,Northern America,60.0,-95.0
CHE,2002,18.60307,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2002,387.7011,Chile,Americas,South America,-30.0,-71.0
CHN,2002,68882.17,China,Asia,Eastern Asia,35.0,105.0
CMR,2002,6408.042,Cameroon,Africa,Middle Africa,6.0,12.0
COD,2002,19545.77,Democratic Republic of the Congo,Africa,Middle Africa,0.0,25.0
COL,2002,1208.367,Colombia,Americas,South America,4.0,-72.0
COM,2002,30.28555,Comoros,Africa,Eastern Africa,-12.1667,44.25
CRI,2002,63.5188,Costa Rica,Americas,Central America,10.0,-84.0
CUB,2002,23.31903,Cuba,Americas,Caribbean,21.5,-80.0
CYP,2002,3.422122,Cyprus,Europe,Southern Europe,35.0,33.0
DEU,2002,333.4968,Germany,Europe,Western Europe,51.0,9.0
DJI,2002,175.4222,Djibouti,Africa,Eastern Africa,11.5,43.0
DNK,2002,19.29154,Denmark,Europe,Northern Europe,56.0,10.0
DOM,2002,592.0342,Dominican Republic,Americas,Caribbean,19.0,-70.6667
DZA,2002,1506.192,Algeria,Africa,Northern Africa,28.0,3.0
ECU,2002,906.5634,Ecuador,Americas,South America,-2.0,-77.5
EGY,2002,732.237,Egypt,Africa,Northern Africa,27.0,30.0
ERI,2002,309.6578,Eritrea,Africa,Eastern Africa,15.0,39.0
ESP,2002,337.0082,Spain,Europe,Southern Europe,40.0,-4.0
EST,2002,79.16678,Estonia,Europe,Northern Europe,59.0,26.0
