iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2019,4454.469,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2019,9969.07,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2019,5.686182,Albania,Europe,Southern Europe,41.0,20.0
ARE,2019,38.47724,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2019,417.529,Argentina,Americas,South America,-34.0,-64.0
ARM,2019,33.45784,Armenia,Asia,Western Asia,40.0,45.0
ATG,2019,0.3609817,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2019,26.60532,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2019,23.26803,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2019,377.9148,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2019,1470.849,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2019,27.62856,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2019,566.2072,Benin,Africa,Western Africa,9.5,2.25
BFA,2019,1248.03,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2019,20973.71,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2019,84.0415,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2019,5.867639,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2019,57.43524,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2019,186.3224,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2019,7.49194,Belize,Americas,Central America,17.25,-88.75
BOL,2019,721.4484,Bolivia,Americas,South America,-17.0,-65.0
BRA,2019,3380.683,Brazil,Americas,South America,-10.0,-55.0
BRB,2019,0.4629829,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2019,67.60649,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2019,390.8814,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2019,2773.929,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2019,58.53069,Canada,Americas,Northern America,60.0,-95.0
CHE,2019,12.41808,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2019,251.05,Chile,Americas,South America,-30.0,-71.0
CHN,2019,25362.87,China,Asia,Eastern Asia,35.0,105.0
CMR,2019,4521.543,Cameroon,Africa,Middle Africa,6.0,12.0
COD,2019,25248.62,Democratic Republic of the Congo,Africa,Middle Africa,0.0,25.0
COL,2019,928.2617,Colombia,Americas,South America,4.0,-72.0
COM,2019,50.48804,Comoros,Africa,Eastern Africa,-12.1667,44.25
CRI,2019,22.89492,Costa Rica,Americas,Central America,10.0,-84.0
CUB,2019,35.68413,Cuba,Americas,Caribbean,21.5,-80.0
CYP,2019,2.97242,Cyprus,Europe,Southern Europe,35.0,33.0
DEU,2019,193.0101,Germany,Europe,Western Europe,51.0,9.0
DJI,2019,147.9052,Djibouti,Africa,Eastern Africa,11.5,43.0
DNK,2019,11.03914,Denmark,Europe,Northern Europe,56.0,10.0
DOM,2019,184.1942,Dominican Republic,Americas,Caribbean,19.0,-70.6667
DZA,2019,1646.268,Algeria,Africa,Northern Africa,28.0,3.0
ECU,2019,424.7385,Ecuador,Americas,South America,-2.0,-77.5
EGY,2019,308.6618,Egypt,Africa,Northern Africa,27.0,30.0
ERI,2019,288.1165,Eritrea,Africa,Eastern Africa,15.0,39.0
ESP,2019,167.8989,Spain,Europe,Southern Europe,40.0,-4.0
EST,2019,9.358454,Estonia,Europe,Northern Europe,59.0,26.0
ETH,2019,11783.48,Ethiopia,Africa,Eastern Africa,8.0,38.0
FIN,2019,17.05,Finland,Europe,Northern Europe,64.0,26.0
FJI,2019,24.35636,Fiji,Oceania,Melanesia,-18.0,175.0
FRA,2019,217.418,France,Europe,Western Europe,46.0,2.0
GAB,2019,1114.621,Gabon,Africa,Middle Africa,-1.0,11.75
