iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2015,6109.258,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2015,9105.982,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2015,5.705152,Albania,Europe,Southern Europe,41.0,20.0
ARE,2015,36.47815,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2015,448.2852,Argentina,Americas,South America,-34.0,-64.0
ARM,2015,60.82085,Armenia,Asia,Western Asia,40.0,45.0
ATG,2015,0.3822126,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2015,26.62495,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2015,40.9942,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2015,361.9305,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2015,1366.285,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2015,35.51811,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2015,598.1246,Benin,Africa,Western Africa,9.5,2.25
BFA,2015,1036.181,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2015,37157.81,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2015,89.01446,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2015,4.904774,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2015,76.76418,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2015,312.3319,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2015,7.743284,Belize,Americas,Central America,17.25,-88.75
BOL,2015,781.2321,Bolivia,Americas,South America,-17.0,-65.0
BRA,2015,3704.191,Brazil,Americas,South America,-10.0,-55.0
BRB,2015,0.4975167,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2015,64.38136,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2015,304.8126,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2015,2257.577,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2015,65.23029,Canada,Americas,Northern America,60.0,-95.0
CHE,2015,9.4798,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2015,280.3179,Chile,Americas,South America,-30.0,-71.0
CHN,2015,29186.65,China,Asia,Eastern Asia,35.0,105.0
CMR,2015,4215.189,Cameroon,Africa,Middle Africa,6.0,12.0
COD,2015,28541.74,Democratic Republic of the Congo,Africa,Middle Africa,0.0,25.0
COL,2015,959.449,Colombia,Americas,South America,4.0,-72.0
COM,2015,33.96327,Comoros,Africa,Eastern Africa,-12.1667,44.25
CRI,2015,27.85412,Costa Rica,Americas,Central America,10.0,-84.0
CUB,2015,38.57531,Cuba,Americas,Caribbean,21.5,-80.0
CYP,2015,1.881937,Cyprus,Europe,Southern Europe,35.0,33.0
DEU,2015,199.9309,Germany,Europe,Western Europe,51.0,9.0
DJI,2015,211.7919,Djibouti,Africa,Eastern Africa,11.5,43.0
DNK,2015,10.62448,Denmark,Europe,Northern Europe,56.0,10.0
DOM,2015,275.6028,Dominican Republic,Americas,Caribbean,19.0,-70.6667
DZA,2015,1869.795,Algeria,Africa,Northern Africa,28.0,3.0
ECU,2015,452.7081,Ecuador,Americas,South America,-2.0,-77.5
EGY,2015,284.2318,Egypt,Africa,Northern Africa,27.0,30.0
ERI,2015,319.7425,Eritrea,Africa,Eastern Africa,15.0,39.0
ESP,2015,157.7668,Spain,Europe,Southern Europe,40.0,-4.0
EST,2015,16.70027,Estonia,Europe,Northern Europe,59.0,26.0
ETH,2015,14569.17,Ethiopia,Africa,Eastern Africa,8.0,38.0
FIN,2015,16.13942,Finland,Europe,Northern Europe,64.0,26.0
FJI,2015,21.26507,Fiji,Oceania,Melanesia,-18.0,175.0
FRA,2015,232.6298,France,Europe,Western Europe,46.0,2.0
GAB,2015,798.8148,Gabon,Africa,Middle Africa,-1.0,11.75
GBR,2015,207.6593,United Kingdom,Europe,Northern Europe,54.0,-2.0
GEO,2015,104.8498,Georgia,Asia,Western Asia,42.0,43.5
GHA,2015,6104.095,Ghana,Africa,Western Africa,8.0,-2.0
GIN,2015,1746.875,Guinea,Africa,Western Africa,11.0,-10.0
GNB,2015,842.4671,Guinea-Bissau,Africa,Western Africa,12.0,-15.0
GNQ,2015,100.5601,Equatorial Guinea,Africa,Middle Africa,2.0,10.0
GRC,2015,25.97788,Greece,Europe,Southern Europe,39.0,22.0
GRD,2015,1.258745,Grenada,Americas,Caribbean,12.1167,-61.6667
GTM,2015,216.2057,Guatemala,Americas,Central America,15.5,-90.25
GUY,2015,92.02237,Guyana,Americas,South America,5.0,-59.0
HND,2015,206.1725,Honduras,Americas,Central America,15.0,-86.5
HRV,2015,25.24485,Croatia,Europe,Southern Europe,45.1667,15.5
HTI,2015,592.238,Haiti,Americas,Caribbean,19.0,-72.4167
HUN,2015,74.80148,Hungary,Europe,Eastern Europe,47.0,20.0
IDN,2015,53358.34,Indonesia,Asia,South-Eastern Asia,-5.0,120.0
IND,2015,277411.8,India,Asia,Southern Asia,20.0,77.0
IRL,2015,11.52835,Ireland,Europe,Northern Europe,53.0,-8.0
IRN,2015,540.3964,Iran,Asia,Southern Asia,32.0,53.0
IRQ,2015,527.2392,Iraq,Asia,Western Asia,33.0,44.0
ISL,2015,0.0,Iceland,Europe,Northern Europe,65.0,-18.0
ISR,2015,7.392188,Israel,Asia,Western Asia,31.5,34.75
ITA,2015,193.3931,Italy,Europe,Southern Europe,42.8333,12.8333
JAM,2015,6.390851,Jamaica,Americas,Caribbean,18.25,-77.5
JOR,2015,3.659214,Jordan,Asia,Western Asia,31.0,36.0
JPN,2015,1729.761,Japan,Asia,Eastern Asia,36.0,138.0
KAZ,2015,607.3329,Kazakhstan,Asia,Central Asia,48.0,68.0
KEN,2015,20435.23,Kenya,Africa,Eastern Africa,1.0,38.0
KGZ,2015,350.7312,Kyrgyzstan,Asia,Central Asia,41.0,75.0
KHM,2015,1998.344,Cambodia,Asia,South-Eastern Asia,13.0,105.0
KIR,2015,27.25682,Kiribati,Oceania,Micronesia,1.4167,173.0
KOR,2015,1669.485,South Korea,Asia,Eastern Asia,37.0,127.5
KWT,2015,19.89602,Kuwait,Asia,Western Asia,29.3375,47.6581
LAO,2015,2059.906,Lao People's Democratic Republic,Asia,South-Eastern Asia,18.0,105.0
LBN,2015,22.63295,Lebanon,Asia,Western Asia,33.8333,35.8333
LBR,2015,1869.551,Liberia,Africa,Western Africa,6.5,-9.5
LBY,2015,433.9381,Libya,Africa,Northern Africa,25.0,17.0
LCA,2015,1.222744,Saint Lucia,Americas,Caribbean,13.8833,-61.1333
LKA,2015,608.25,Sri Lanka,Asia,Southern Asia,7.0,81.0
LSO,2015,724.9187,Lesotho,Africa,Southern Africa,-29.5,28.5
LTU,2015,156.9883,Lithuania,Europe,Northern Europe,56.0,24.0
LUX,2015,0.6616144,Luxembourg,Europe,Western Europe,49.75,6.1667
LVA,2015,81.58851,Latvia,Europe,Northern Europe,57.0,25.0
MAR,2015,2015.262,Morocco,Africa,Northern Africa,32.0,-5.0
MDA,2015,278.2663,Moldova,Europe,Eastern Europe,47.0,29.0
MDG,2015,7289.911,Madagascar,Africa,Eastern Africa,-20.0,47.0
MDV,2015,5.11253,Maldives,Asia,Southern Asia,3.25,73.0
MEX,2015,1565.698,Mexico,Americas,Central America,23.0,-102.0
MLI,2015,803.9448,Mali,Africa,Western Africa,17.0,-4.0
MLT,2015,1.018696,Malta,Europe,Southern Europe,35.8333,14.5833
MNG,2015,231.8943,Mongolia,Asia,Eastern Asia,46.0,105.0
MOZ,2015,5073.405,Mozambique,Africa,Eastern Africa,-18.25,35.0
MRT,2015,585.41,Mauritania,Africa,Western Africa,20.0,-12.0
MUS,2015,11.86521,Mauritius,Africa,Eastern Africa,-20.2833,57.55
MWI,2015,2207.718,Malawi,Africa,Eastern Africa,-13.5,34.0
MYS,2015,781.3824,Malaysia,Asia,South-Eastern Asia,2.5,112.5
NAM,2015,944.246,Namibia,Africa,Southern Africa,-22.0,17.0
NER,2015,2446.326,Niger,Africa,Western Africa,16.0,8.0
NGA,2015,73325.87,Nigeria,Africa,Western Africa,10.0,8.0
NIC,2015,107.9519,Nicaragua,Americas,Central America,13.0,-85.0
NLD,2015,18.58777,Netherlands,Europe,Western Europe,52.5,5.75
NOR,2015,3.177969,Norway,Europe,Northern Europe,62.0,10.0
NPL,2015,11424.21,Nepal,Asia,Southern Asia,28.0,84.0
NZL,2015,11.28813,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
OMN,2015,11.88521,Oman,Asia,Western Asia,21.0,57.0
PAK,2015,25910.53,Pakistan,Asia,Southern Asia,30.0,70.0
PAN,2015,163.5995,Panama,Americas,Central America,9.0,-80.0
PER,2015,1659.688,Peru,Americas,South America,-10.0,-76.0
PHL,2015,18869.04,Philippines,Asia,South-Eastern Asia,13.0,122.0
PNG,2015,2241.861,Papua New Guinea,Oceania,Melanesia,-6.0,147.0
POL,2015,481.1022,Poland,Europe,Eastern Europe,52.0,20.0
PRK,2015,6548.683,North Korea,Asia,Eastern Asia,40.0,127.0
PRT,2015,152.8616,Portugal,Europe,Southern Europe,39.5,-8.0
PRY,2015,198.3231,Paraguay,Americas,South America,-23.0,-58.0
QAT,2015,6.181788,Qatar,Asia,Western Asia,25.5,51.25
ROU,2015,868.2157,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2015,11219.89,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2015,404.9041,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2015,598.7076,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2015,4115.275,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2015,1385.809,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2015,34.17108,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2015,36.54245,Solomon Islands,Oceania,Melanesia,-8.0,159.0
