iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2009,5703.139,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2009,11076.64,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2009,3.31701,Albania,Europe,Southern Europe,41.0,20.0
ARE,2009,34.2693,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2009,453.4091,Argentina,Americas,South America,-34.0,-64.0
ARM,2009,135.2257,Armenia,Asia,Western Asia,40.0,45.0
ATG,2009,0.5088827,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2009,36.89361,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2009,31.03863,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2009,415.1637,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2009,1142.428,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2009,40.30263,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2009,569.8526,Benin,Africa,Western Africa,9.5,2.25
BFA,2009,1118.803,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2009,42023.71,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2009,165.7516,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2009,5.415039,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2009,118.5909,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2009,624.3658,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2009,13.13769,Belize,Americas,Central America,17.25,-88.75
BOL,2009,952.0013,Bolivia,Americas,South America,-17.0,-65.0
BRA,2009,4114.443,Brazil,Americas,South America,-10.0,-55.0
BRB,2009,0.0,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2009,71.39982,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2009,280.2407,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2009,2012.385,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2009,56.57444,Canada,Americas,Northern America,60.0,-95.0
CHE,2009,20.63814,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2009,306.2636,Chile,Americas,South America,-30.0,-71.0
