iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2012,6245.39,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2012,9018.443,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2012,5.751667,Albania,Europe,Southern Europe,41.0,20.0
ARE,2012,36.00047,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2012,433.4684,Argentina,Americas,South America,-34.0,-64.0
ARM,2012,122.7346,Armenia,Asia,Western Asia,40.0,45.0
ATG,2012,0.4011669,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2012,20.52614,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2012,30.23522,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2012,269.3452,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2012,1261.015,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2012,40.8615,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2012,605.2566,Benin,Africa,Western Africa,9.5,2.25
BFA,2012,1008.339,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2012,42972.31,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2012,141.3729,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2012,3.37528,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2012,102.2996,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2012,529.4506,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2012,7.438753,Belize,Americas,Central America,17.25,-88.75
BOL,2012,831.3183,Bolivia,Americas,South America,-17.0,-65.0
BRA,2012,3705.195,Brazil,Americas,South America,-10.0,-55.0
BRB,2012,0.6634104,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2012,71.73617,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2012,287.6903,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2012,2290.392,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2012,64.66723,Canada,Americas,Northern America,60.0,-95.0
CHE,2012,10.76965,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2012,318.8514,Chile,Americas,South America,-30.0,-71.0
CHN,2012,33834.5,China,Asia,Eastern Asia,35.0,105.0
CMR,2012,4770.224,Cameroon,Africa,Middle Africa,6.0,12.0
COD,2012,24883.7,Democratic Republic of the Congo,Africa,Middle Africa,0.0,25.0
COL,2012,943.8913,Colombia,Americas,South America,4.0,-72.0
COM,2012,36.41866,Comoros,Africa,Eastern Africa,-12.1667,44.25
CRI,2012,41.35695,Costa Rica,Americas,Central America,10.0,-84.0
