iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2014,6472.104,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2014,9653.65,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2014,5.716566,Albania,Europe,Southern Europe,41.0,20.0
ARE,2014,36.28631,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2014,429.5028,Argentina,Americas,South America,-34.0,-64.0
ARM,2014,68.70332,Armenia,Asia,Western Asia,40.0,45.0
ATG,2014,0.3669176,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2014,31.85115,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2014,52.00487,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2014,272.9233,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2014,1301.119,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2014,29.81262,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2014,595.0685,Benin,Africa,Western Africa,9.5,2.25
BFA,2014,1028.984,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2014,39779.28,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2014,102.1465,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2014,4.77685,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2014,81.87992,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2014,354.1319,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2014,4.270794,Belize,Americas,Central America,17.25,-88.75
BOL,2014,794.7899,Bolivia,Americas,South America,-17.0,-65.0
BRA,2014,3637.123,Brazil,Americas,South America,-10.0,-55.0
BRB,2014,0.5045199,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2014,71.21619,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2014,254.4898,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2014,2187.718,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2014,63.66037,Canada,Americas,Northern America,60.0,-95.0
CHE,2014,7.224077,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2014,258.7755,Chile,Americas,South America,-30.0,-71.0
CHN,2014,30336.62,China,Asia,Eastern Asia,35.0,105.0
CMR,2014,4232.586,Cameroon,Africa,Middle Africa,6.0,12.0
COD,2014,27234.11,Democratic Republic of the Congo,Africa,Middle Africa,0.0,25.0
COL,2014,993.1203,Colombia,Americas,South America,4.0,-72.0
COM,2014,34.13293,Comoros,Africa,Eastern Africa,-12.1667,44.25
CRI,2014,36.99175,Costa Rica,Americas,Central America,10.0,-84.0
CUB,2014,29.40806,Cuba,Americas,Caribbean,21.5,-80.0
CYP,2014,2.426562,Cyprus,Europe,Southern Europe,35.0,33.0
DEU,2014,178.7666,Germany,Europe,Western Europe,51.0,9.0
DJI,2014,185.6388,Djibouti,Africa,Eastern Africa,11.5,43.0
DNK,2014,9.793645,Denmark,Europe,Northern Europe,56.0,10.0
DOM,2014,308.9136,Dominican Republic,Americas,Caribbean,19.0,-70.6667
DZA,2014,1776.538,Algeria,Africa,Northern Africa,28.0,3.0
ECU,2014,431.8854,Ecuador,Americas,South America,-2.0,-77.5
EGY,2014,199.8796,Egypt,Africa,Northern Africa,27.0,30.0
ERI,2014,368.5635,Eritrea,Africa,Eastern Africa,15.0,39.0
ESP,2014,185.9572,Spain,Europe,Southern Europe,40.0,-4.0
EST,2014,16.34003,Estonia,Europe,Northern Europe,59.0,26.0
ETH,2014,19537.77,Ethiopia,Africa,Eastern Africa,8.0,38.0
FIN,2014,19.44603,Finland,Europe,Northern Europe,64.0,26.0
FJI,2014,20.58623,Fiji,Oceania,Melanesia,-18.0,175.0
FRA,2014,243.5057,France,Europe,Western Europe,46.0,2.0
GAB,2014,750.3655,Gabon,Africa,Middle Africa,-1.0,11.75
GBR,2014,195.397,United Kingdom,Europe,Northern Europe,54.0,-2.0
GEO,2014,119.8662,Georgia,Asia,Western Asia,42.0,43.5
GHA,2014,5983.073,Ghana,Africa,Western Africa,8.0,-2.0
GIN,2014,1724.261,Guinea,Africa,Western Africa,11.0,-10.0
GNB,2014,664.9568,Guinea-Bissau,Africa,Western Africa,12.0,-15.0
GNQ,2014,109.0065,Equatorial Guinea,Africa,Middle Africa,2.0,10.0
GRC,2014,37.61169,Greece,Europe,Southern Europe,39.0,22.0
GRD,2014,1.098389,Grenada,Americas,Caribbean,12.1167,-61.6667
GTM,2014,219.0369,Guatemala,Americas,Central America,15.5,-90.25
GUY,2014,84.83223,Guyana,Americas,South America,5.0,-59.0
HND,2014,206.3379,Honduras,Americas,Central America,15.0,-86.5
HRV,2014,28.1686,Croatia,Europe,Southern Europe,45.1667,15.5
HTI,2014,603.0557,Haiti,Americas,Caribbean,19.0,-72.4167
HUN,2014,61.75457,Hungary,Europe,Eastern Europe,47.0,20.0
IDN,2014,55677.71,Indonesia,Asia,South-Eastern Asia,-5.0,120.0
IND,2014,283154.7,India,Asia,Southern Asia,20.0,77.0
IRL,2014,9.012682,Ireland,Europe,Northern Europe,53.0,-8.0
IRN,2014,405.1093,Iran,Asia,Southern Asia,32.0,53.0
IRQ,2014,522.7889,Iraq,Asia,Western Asia,33.0,44.0
ISL,2014,0.0,Iceland,Europe,Northern Europe,65.0,-18.0
ISR,2014,6.587917,Israel,Asia,Western Asia,31.5,34.75
ITA,2014,177.2588,Italy,Europe,Southern Europe,42.8333,12.8333
JAM,2014,6.355731,Jamaica,Americas,Caribbean,18.25,-77.5
JOR,2014,4.971714,Jordan,Asia,Western Asia,31.0,36.0
