iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
AFG,2006,5094.484,Afghanistan,Asia,Southern Asia,33.0,65.0
AGO,2006,5885.481,Angola,Africa,Middle Africa,-12.5,18.5
ALB,2006,7.182939,Albania,Europe,Southern Europe,41.0,20.0
ARE,2006,34.24613,United Arab Emirates,Asia,Western Asia,24.0,54.0
ARG,2006,473.5297,Argentina,Americas,South America,-34.0,-64.0
ARM,2006,167.907,Armenia,Asia,Western Asia,40.0,45.0
ATG,2006,0.5908134,Antigua and Barbuda,Americas,Caribbean,17.05,-61.8
AUS,2006,35.96809,Australia,Oceania,Australia and New Zealand,-27.0,133.0
AUT,2006,32.32157,Austria,Europe,Western Europe,47.3333,13.3333
AZE,2006,368.8594,Azerbaijan,Asia,Western Asia,40.5,47.5
BDI,2006,1503.356,Burundi,Africa,Eastern Africa,-3.5,30.0
BEL,2006,49.24423,Belgium,Europe,Western Europe,50.8333,4.0
BEN,2006,565.8484,Benin,Africa,Western Africa,9.5,2.25
BFA,2006,993.6213,Burkina Faso,Africa,Western Africa,13.0,-2.0
BGD,2006,42899.31,Bangladesh,Asia,Southern Asia,24.0,90.0
BGR,2006,222.2071,Bulgaria,Europe,Eastern Europe,43.0,25.0
BHR,2006,3.491547,Bahrain,Asia,Western Asia,26.0,50.55
BIH,2006,121.1495,Bosnia and Herzegovina,Europe,Southern Europe,44.0,18.0
BLR,2006,764.4609,Belarus,Europe,Eastern Europe,53.0,28.0
BLZ,2006,14.87192,Belize,Americas,Central America,17.25,-88.75
BOL,2006,1079.812,Bolivia,Americas,South America,-17.0,-65.0
BRA,2006,4294.782,Brazil,Americas,South America,-10.0,-55.0
BRB,2006,1.851223,Barbados,Americas,Caribbean,13.1667,-59.5333
BTN,2006,58.44643,Bhutan,Asia,Southern Asia,27.5,90.5
BWA,2006,308.3114,Botswana,Africa,Southern Africa,-22.0,24.0
CAF,2006,2142.179,Central African Republic,Africa,Middle Africa,7.0,21.0
CAN,2006,61.5681,Canada,Americas,Northern America,60.0,-95.0
CHE,2006,22.60595,Switzerland,Europe,Western Europe,47.0,8.0
CHL,2006,385.9641,Chile,Americas,South America,-30.0,-71.0
CHN,2006,51053.94,China,Asia,Eastern Asia,35.0,105.0
CMR,2006,4810.325,Cameroon,Africa,Middle Africa,6.0,12.0
COD,2006,18378.38,Democratic Republic of the Congo,Africa,Middle Africa,0.0,25.0
COL,2006,1013.186,Colombia,Americas,South America,4.0,-72.0
COM,2006,32.46514,Comoros,Africa,Eastern Africa,-12.1667,44.25
CRI,2006,50.83214,Costa Rica,Americas,Central America,10.0,-84.0
CUB,2006,37.44347,Cuba,Americas,Caribbean,21.5,-80.0
CYP,2006,1.352714,Cyprus,Europe,Southern Europe,35.0,33.0
DEU,2006,281.105,Germany,Europe,Western Europe,51.0,9.0
DJI,2006,169.2593,Djibouti,Africa,Eastern Africa,11.5,43.0
DNK,2006,13.70379,Denmark,Europe,Northern Europe,56.0,10.0
DOM,2006,559.3076,Dominican Republic,Americas,Caribbean,19.0,-70.6667
DZA,2006,1677.216,Algeria,Africa,Northern Africa,28.0,3.0
ECU,2006,782.7914,Ecuador,Americas,South America,-2.0,-77.5
EGY,2006,598.3561,Egypt,Africa,Northern Africa,27.0,30.0
ERI,2006,409.8963,Eritrea,Africa,Eastern Africa,15.0,39.0
ESP,2006,288.3237,Spain,Europe,Southern Europe,40.0,-4.0
EST,2006,51.75625,Estonia,Europe,Northern Europe,59.0,26.0
ETH,2006,26047.22,Ethiopia,Africa,Eastern Africa,8.0,38.0
FIN,2006,27.60452,Finland,Europe,Northern Europe,64.0,26.0
FJI,2006,14.76473,Fiji,Oceania,Melanesia,-18.0,175.0
FRA,2006,414.2796,France,Europe,Western Europe,46.0,2.0
GAB,2006,785.4711,Gabon,Africa,Middle Africa,-1.0,11.75
GBR,2006,282.2775,United Kingdom,Europe,Northern Europe,54.0,-2.0
GEO,2006,138.0453,Georgia,Asia,Western Asia,42.0,43.5
GHA,2006,5982.455,Ghana,Africa,Western Africa,8.0,-2.0
GIN,2006,2185.145,Guinea,Africa,Western Africa,11.0,-10.0
GNB,2006,464.9353,Guinea-Bissau,Africa,Western Africa,12.0,-15.0
GNQ,2006,36.69242,Equatorial Guinea,Africa,Middle Africa,2.0,10.0
GRC,2006,61.7006,Greece,Europe,Southern Europe,39.0,22.0
GRD,2006,1.233094,Grenada,Americas,Caribbean,12.1167,-61.6667
GTM,2006,241.5765,Guatemala,Americas,Central America,15.5,-90.25
